Mini Fabrica;Codigo Item;Descricao Item;Tipo Unidade;Codigo Cor;Descricao Cor;Tam;Deve (Abast);Necessidade (Min 1m);Saldo em Casa;Coberto Estimado;Falta Estimada;Cobertura (%);Origem do Saldo
Mini Fabrica - 40;94157;NAPA TURIM PU 1.0+VELVET;;15787;PRETO 01/PRETO;;-49,185;49,185;84,0;49,185;0,0;100,0;nacional
Mini Fabrica - 40;108850;NAPA PELE STRECH PU 1.0 (MD O/I 2019);;83517;CREME 985;;-0,299;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 40;168873;NAPA CALF PU 0.9 ( P/V 24/25);;15745;PRETO 01;;-13,952;13,952;0,0;0,0;13,952;0,0;nacional
Mini Fabrica - 40;168873;NAPA CALF PU 0.9 ( P/V 24/25);;35312;BRANCO OFF 526;;-13,888;13,888;0,0;0,0;13,888;0,0;nacional
Mini Fabrica - 40;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;35312;BRANCO OFF 526;;-41,389;41,389;0,0;0,0;41,389;0,0;nacional
Mini Fabrica - 40;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;107610;OLIVE 1469;;-12,564;12,564;50,0;12,564;0,0;100,0;nacional
Mini Fabrica - 40;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;107613;TERRACOTA 1477;;-3,493;3,493;67,0;3,493;0,0;100,0;nacional
Mini Fabrica - 40;184004;NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO;;40278;BRANCO OFF 526/BRANCO 15/NATURAL;;-0,844;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 40;184017;NAPA GARDA PU 1.0 (V P/V 24/25)+TECIDO VELVET;;15758;PRETO 01/PRETO 01;;-1,921;1,921;31,0;1,921;0,0;100,0;nacional
Mini Fabrica - 40;184017;NAPA GARDA PU 1.0 (V P/V 24/25)+TECIDO VELVET;;101646;CHOCOLATE 1271/PRETO;;-3,77;3,77;29,0;3,77;0,0;100,0;nacional
Mini Fabrica - 40;184017;NAPA GARDA PU 1.0 (V P/V 24/25)+TECIDO VELVET;;107769;TERRACOTA 1477/CREME 516;;-22,662;22,662;0,0;0,0;22,662;0,0;nacional
Mini Fabrica - 40;184017;NAPA GARDA PU 1.0 (V P/V 24/25)+TECIDO VELVET;;107770;OLIVE 1469/CREME 516;;-0,487;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 40;192801;BRILHO ITALIA PU 0.9 (P/V 25/26);;66;DOURADO;;-30,558;30,558;0,0;0,0;30,558;0,0;nacional
Mini Fabrica - 40;192801;BRILHO ITALIA PU 0.9 (P/V 25/26);;23146;OURO ROSADO;;-19,66;19,66;0,0;0,0;19,66;0,0;nacional
Mini Fabrica - 40;192842;BRILHO ITALIA PU 0.9 (P/V 25/26)+BASE FLEX;;34788;DOURADO/BISCOITO;;-0,113;1,0;20,0;1,0;0,0;100,0;nacional
Mini Fabrica - 40;196770;NAPA ONCA GRECIA PU 0.9 (B P/V 24/25);;96942;MULTI CAMEL 1165;;-0,648;1,0;42,0;1,0;0,0;100,0;nacional
Mini Fabrica - 43;56577;FORRO MILANO PU 0.7(B O/I 2014);;95373;CAMEL 1165;;-1,875;1,875;93,0;1,875;0,0;100,0;nacional
Mini Fabrica - 43;58702;FORRO CACHAREL CONFORT(MD O/I 2014)+ESP.PU2,5 D30+SPO40GR ANTI- MICROBI;;15745;PRETO 01;;-19,502;19,502;37,9;19,502;0,0;100,0;nacional
Mini Fabrica - 43;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;15745;PRETO 01;;-7,331;7,331;0,0;0,0;7,331;0,0;nacional
Mini Fabrica - 43;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;107610;OLIVE 1469;;-2,222;2,222;30,0;2,222;0,0;100,0;nacional
Mini Fabrica - 43;73034;NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0;;105719;OSTRA 1431/BISCOITO;;-4,539;4,539;21,3;4,539;0,0;100,0;nacional
Mini Fabrica - 43;74934;NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7;;101878;CHOCOLATE 1271/PRETO 01/PRETO 01;;-9,99;9,99;19,0;9,99;0,0;100,0;nacional
Mini Fabrica - 43;94157;NAPA TURIM PU 1.0+VELVET;;95701;CAMEL 1165/CREME 516;;-6,313;6,313;16,7;6,313;0,0;100,0;nacional
Mini Fabrica - 43;94157;NAPA TURIM PU 1.0+VELVET;;107770;OLIVE 1469/CREME 516;;-5,66;5,66;0,0;0,0;5,66;0,0;nacional
Mini Fabrica - 43;119686;NAPA PELE STRECH PU 1.0+ESPUMA 3,5MM D26+SARJA 7030/40;;25405;PRETO 01/BRANCO 15/PRETO 01;;-87,601;87,601;0,0;0,0;87,601;0,0;nacional
Mini Fabrica - 43;119686;NAPA PELE STRECH PU 1.0+ESPUMA 3,5MM D26+SARJA 7030/40;;107951;AVELA 1248/BRANCO 15/CRU 20;;-37,428;37,428;0,0;0,0;37,428;0,0;nacional
Mini Fabrica - 43;128939;NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21) + SARJA 7030/40;;100769;AVELA 1248/CRU 20;;-6,649;6,649;84,0;6,649;0,0;100,0;nacional
Mini Fabrica - 43;174077;NAPA SUPREMA PU 0.9 (MD O/I 25)+ESPUMA 3,5MM D26+SPON 20;;25405;PRETO 01/BRANCO 15/PRETO 01;;-20,589;20,589;0,0;0,0;20,589;0,0;nacional
Mini Fabrica - 43;174077;NAPA SUPREMA PU 0.9 (MD O/I 25)+ESPUMA 3,5MM D26+SPON 20;;101049;AVELA;;-2,781;2,781;0,0;0,0;2,781;0,0;nacional
Mini Fabrica - 43;174077;NAPA SUPREMA PU 0.9 (MD O/I 25)+ESPUMA 3,5MM D26+SPON 20;;103562;CHERRY 1335/BRANCO 15/BRANCO 15;;-10,524;10,524;0,0;0,0;10,524;0,0;nacional
Mini Fabrica - 43;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;15745;PRETO 01;;-12,151;12,151;0,0;0,0;12,151;0,0;nacional
Mini Fabrica - 43;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;35312;BRANCO OFF 526;;-6,478;6,478;0,0;0,0;6,478;0,0;nacional
Mini Fabrica - 43;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;95373;CAMEL 1165;;-12,278;12,278;1,0;1,0;11,278;8,14464896562958;nacional
Mini Fabrica - 43;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;103102;CHERRY 1335;;-0,72;1,0;104,0;1,0;0,0;100,0;nacional
Mini Fabrica - 43;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;107610;OLIVE 1469;;-0,79;1,0;50,0;1,0;0,0;100,0;nacional
Mini Fabrica - 43;184004;NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO;;16143;PRETO 01/PRETO 01/PRETO 01;;-15,398;15,398;0,0;0,0;15,398;0,0;nacional
Mini Fabrica - 43;184004;NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO;;40278;BRANCO OFF 526/BRANCO 15/NATURAL;;-39,518;39,518;0,0;0,0;39,518;0,0;nacional
Mini Fabrica - 43;184004;NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO;;96674;CAMEL 1165/BRANCO 15/NATURAL;;-3,07;3,07;0,0;0,0;3,07;0,0;nacional
Mini Fabrica - 43;184004;NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO;;101878;CHOCOLATE 1271/PRETO 01/PRETO 01;;-9,397;9,397;0,0;0,0;9,397;0,0;nacional
Mini Fabrica - 43;187654;NAPA GARDA PU 1.0 (V P/V 24/25)+BASE FLEX;;103122;CHERRY 1335/BISCOITO;;-0,689;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 43;192017;CAMURCAO LONDON PU 1.2(M O/I 2016)+TECIDO VELVET;;101724;CACAU 1277/PRETO;;-3,527;3,527;0,0;0,0;3,527;0,0;nacional
Mini Fabrica - 43;192017;CAMURCAO LONDON PU 1.2(M O/I 2016)+TECIDO VELVET;;107133;CARAMELO 1450/CREME 516;;-74,962;74,962;0,0;0,0;74,962;0,0;nacional
Mini Fabrica - 43;192801;BRILHO ITALIA PU 0.9 (P/V 25/26);;66;DOURADO;;-10,592;10,592;0,0;0,0;10,592;0,0;nacional
Mini Fabrica - 43;192801;BRILHO ITALIA PU 0.9 (P/V 25/26);;104337;BRONZE 1402;;-4,923;4,923;62,0;4,923;0,0;100,0;nacional
Mini Fabrica - 43;196639;NAPA VELUNA 0.9 (MD O/I 26) - IMPORTADO+ SARJA 7030/40;;15758;PRETO 01/PRETO 01;;-0,793;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 43;197280;CAMURCAO LONDON PU 1.2 (V O/I 25) -IMPORTADO.;;101439;CACAU 1277;;-8,541;8,541;0,0;0,0;8,541;0,0;nacional
Mini Fabrica - 50;47527;FORRO FIORI (V P/V 12/13);;26926;CAMEL 408;;-29,134;29,134;0,0;0,0;29,134;0,0;nacional
Mini Fabrica - 50;56427;PELICA PU 1.0 (V O/I 2014);;15745;PRETO 01;;-26,899;26,899;0,0;0,0;26,899;0,0;nacional
Mini Fabrica - 50;56427;PELICA PU 1.0 (V O/I 2014);;29452;BEGE 435;;-0,104;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 50;56427;PELICA PU 1.0 (V O/I 2014);;83508;CAFE 987;;-14,39;14,39;40,0;14,39;0,0;100,0;nacional
Mini Fabrica - 50;56577;FORRO MILANO PU 0.7(B O/I 2014);;50;NATURAL;;-4,556;4,556;0,0;0,0;4,556;0,0;nacional
Mini Fabrica - 50;56577;FORRO MILANO PU 0.7(B O/I 2014);;29452;BEGE 435;;-48,73;48,73;0,0;0,0;48,73;0,0;nacional
Mini Fabrica - 50;56577;FORRO MILANO PU 0.7(B O/I 2014);;35312;BRANCO OFF 526;;-12,776;12,776;26,0;12,776;0,0;100,0;nacional
Mini Fabrica - 50;56577;FORRO MILANO PU 0.7(B O/I 2014);;72374;CAFE 856;;-1,092;1,092;134,0;1,092;0,0;100,0;nacional
Mini Fabrica - 50;56577;FORRO MILANO PU 0.7(B O/I 2014);;83508;CAFE 987;;-3,151;3,151;16,0;3,151;0,0;100,0;nacional
Mini Fabrica - 50;56577;FORRO MILANO PU 0.7(B O/I 2014);;95373;CAMEL 1165;;-27,529;27,529;93,0;27,529;0,0;100,0;nacional
Mini Fabrica - 50;56577;FORRO MILANO PU 0.7(B O/I 2014);;101321;CHOCOLATE 1271;;-14,356;14,356;50,0;14,356;0,0;100,0;nacional
Mini Fabrica - 50;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;29452;BEGE 435;;-9,643;9,643;25,0;9,643;0,0;100,0;nacional
Mini Fabrica - 50;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;83508;CAFE 987;;-0,01;1,0;19,0;1,0;0,0;100,0;nacional
Mini Fabrica - 50;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;89673;TAN 1080;;-3,402;3,402;65,0;3,402;0,0;100,0;nacional
Mini Fabrica - 50;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;100983;VERDE LUNA 1256;;-0,563;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 50;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;107610;OLIVE 1469;;-19,901;19,901;30,0;19,901;0,0;100,0;nacional
Mini Fabrica - 50;83125;VERNIZ GLAM PU 1.0 (M O/I 2017);;15745;PRETO 01;;-25,657;25,657;0,0;0,0;25,657;0,0;nacional
Mini Fabrica - 50;108850;NAPA PELE STRECH PU 1.0 (MD O/I 2019);;52531;NUDE 658;;-2,987;2,987;37,5;2,987;0,0;100,0;nacional
Mini Fabrica - 50;108850;NAPA PELE STRECH PU 1.0 (MD O/I 2019);;89673;TAN 1080;;-4,784;4,784;60,0;4,784;0,0;100,0;nacional
Mini Fabrica - 50;128938;NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21);;15745;PRETO 01;;-141,734;141,734;0,0;0,0;141,734;0,0;nacional
Mini Fabrica - 50;128938;NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21);;35312;BRANCO OFF 526;;-131,795;131,795;24,0;24,0;107,79499999999999;18,21009901741341;nacional
Mini Fabrica - 50;128938;NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21);;83517;CREME 985;;-27,149;27,149;0,0;0,0;27,149;0,0;nacional
Mini Fabrica - 50;128938;NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21);;100196;AVELA 1248;;-9,967;9,967;0,0;0,0;9,967;0,0;nacional
Mini Fabrica - 50;135523;NAPA GENEBRA PU 1.2 (B O/I 2020) - IMPORTADO;;15745;PRETO 01;;-7,07;7,07;120,0;7,07;0,0;100,0;nacional
Mini Fabrica - 50;143717;METALIZADO LONDON PU 0.9;;66;DOURADO;;-2,279;2,279;20,8;2,279;0,0;100,0;nacional
Mini Fabrica - 50;168873;NAPA CALF PU 0.9 ( P/V 24/25);;15745;PRETO 01;;-82,304;82,304;0,0;0,0;82,304;0,0;nacional
Mini Fabrica - 50;168873;NAPA CALF PU 0.9 ( P/V 24/25);;35312;BRANCO OFF 526;;-111,414;111,414;0,0;0,0;111,414;0,0;nacional
Mini Fabrica - 50;168873;NAPA CALF PU 0.9 ( P/V 24/25);;95373;CAMEL 1165;;-34,613;34,613;40,0;34,613;0,0;100,0;nacional
Mini Fabrica - 50;168873;NAPA CALF PU 0.9 ( P/V 24/25);;101321;CHOCOLATE 1271;;-28,41;28,41;28,0;28,0;0,41000000000000014;98,55684618092221;nacional
Mini Fabrica - 50;168873;NAPA CALF PU 0.9 ( P/V 24/25);;102051;AREIA 1286;;-19,017;19,017;0,0;0,0;19,017;0,0;nacional
Mini Fabrica - 50;168873;NAPA CALF PU 0.9 ( P/V 24/25);;107610;OLIVE 1469;;-25,656;25,656;10,0;10,0;15,655999999999999;38,97723729342065;nacional
Mini Fabrica - 50;168873;NAPA CALF PU 0.9 ( P/V 24/25);;107613;TERRACOTA 1477;;-28,485;28,485;160,0;28,485;0,0;100,0;nacional
Mini Fabrica - 50;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;15745;PRETO 01;;-4,791;4,791;0,0;0,0;4,791;0,0;nacional
Mini Fabrica - 50;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;35312;BRANCO OFF 526;;-119,233;119,233;0,0;0,0;119,233;0,0;nacional
Mini Fabrica - 50;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;95373;CAMEL 1165;;-12,615;12,615;1,0;1,0;11,615;7,927070947284978;nacional
Mini Fabrica - 50;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;101321;CHOCOLATE 1271;;-98,151;98,151;0,0;0,0;98,151;0,0;nacional
Mini Fabrica - 50;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;103102;CHERRY 1335;;-1,334;1,334;104,0;1,334;0,0;100,0;nacional
Mini Fabrica - 50;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;105704;OSTRA 1431;;-14,502;14,502;0,0;0,0;14,502;0,0;nacional
Mini Fabrica - 50;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;107611;SOLARE 1468;;-3,237;3,237;51,0;3,237;0,0;100,0;nacional
Mini Fabrica - 50;186388;NAPA FLOATHER VENEZIA PU 0.9 (MD O/I 25);;15745;PRETO 01;;-0,97;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 50;186388;NAPA FLOATHER VENEZIA PU 0.9 (MD O/I 25);;104177;ROSA 1400;;-0,878;1,0;36,0;1,0;0,0;100,0;nacional
Mini Fabrica - 50;192801;BRILHO ITALIA PU 0.9 (P/V 25/26);;23146;OURO ROSADO;;-24,331;24,331;0,0;0,0;24,331;0,0;nacional
Mini Fabrica - 50;192801;BRILHO ITALIA PU 0.9 (P/V 25/26);;104337;BRONZE 1402;;-15,655;15,655;62,0;15,655;0,0;100,0;nacional
Mini Fabrica - 50;195432;NAPA LEZARD GRECIA PU 0.9 (B P/V 24/25);;15745;PRETO 01;;-22,45;22,45;0,0;0,0;22,45;0,0;nacional
Mini Fabrica - 50;195432;NAPA LEZARD GRECIA PU 0.9 (B P/V 24/25);;95373;CAMEL 1165;;-4,075;4,075;35,0;4,075;0,0;100,0;nacional
Mini Fabrica - 50;195876;NAPA TRESSE BERLIM PU 1.2 (MD O/I 26);;100196;AVELA 1248;;-8,544;8,544;0,0;0,0;8,544;0,0;nacional
Mini Fabrica - 50;196770;NAPA ONCA GRECIA PU 0.9 (B P/V 24/25);;96942;MULTI CAMEL 1165;;-5,636;5,636;42,0;5,636;0,0;100,0;nacional
Mini Fabrica - 50;197082;NAPA LEZARD EVORA PU 1.0 (MD O/I 26);;35312;BRANCO OFF 526;;-5,16;5,16;0,0;0,0;5,16;0,0;nacional
Mini Fabrica - 68;44187;CACHAREL SOFT(B P/V 11/12)+ESP PU 1,5 D30+SPONL 40GR ANTI-MICROBIANO;;35313;CREME 516;;-2,95;2,95;294,0;2,95;0,0;100,0;nacional
Mini Fabrica - 68;58623;FORRO MILANO PU 0.7(B O/I 2014)+FILME TPU SC 50;;29452;BEGE 435;;-0,12;1,0;25,0;1,0;0,0;100,0;nacional
Mini Fabrica - 68;135523;NAPA GENEBRA PU 1.2 (B O/I 2020) - IMPORTADO;;15745;PRETO 01;;-38,6;38,6;120,0;38,6;0,0;100,0;nacional
Mini Fabrica - 68;135523;NAPA GENEBRA PU 1.2 (B O/I 2020) - IMPORTADO;;106992;BURGUNDY 1454;;-2,8;2,8;0,0;0,0;2,8;0,0;nacional
Mini Fabrica - 68;166846;PECA TRAS+VISTA+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4842.101;PAR;98071;BRANCO 99/PEACH 1216- VIOLETA 1221- BRANCO 99;2;-61,0;61,0;0,0;0,0;61,0;0,0;nacional
Mini Fabrica - 68;172315;PECA TRAS EXT+ETIQ IMPRESSAO ACTVITTA(NP FLOT RUST)L.4914.220;PAR;100093;PRETO 01/GRAFITE 989- CINZA 1240;1;-79,0;79,0;0,0;0,0;79,0;0,0;nacional
Mini Fabrica - 68;172897;NAPA GENEBRA PU 1.2+TECIDO LECCE;;15758;PRETO 01/PRETO 01;;-105,654;105,654;0,0;0,0;105,654;0,0;nacional
Mini Fabrica - 68;172897;NAPA GENEBRA PU 1.2+TECIDO LECCE;;107428;BURGUNDY 1454/PRETO 01;;-6,76;6,76;12,4;6,76;0,0;100,0;nacional
Mini Fabrica - 68;186850;PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25);PAR;104249;COBALTO 1319/ROSA 1236;2;-20,0;20,0;0,0;0,0;20,0;0,0;nacional
Mini Fabrica - 68;186850;PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25);PAR;104694;PRETO 01/PRATA 1320;2;-319,0;319,0;0,0;0,0;319,0;0,0;nacional
Mini Fabrica - 68;186850;PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25);PAR;104694;PRETO 01/PRATA 1320;3;-295,0;295,0;0,0;0,0;295,0;0,0;nacional
Mini Fabrica - 68;186850;PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25);PAR;107716;CHUMBO 1321/ROSA ANTIGO 1329;2;-33,0;33,0;0,0;0,0;33,0;0,0;nacional
Mini Fabrica - 68;186850;PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25);PAR;107716;CHUMBO 1321/ROSA ANTIGO 1329;3;-59,0;59,0;0,0;0,0;59,0;0,0;nacional
Mini Fabrica - 68;186850;PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25);PAR;107716;CHUMBO 1321/ROSA ANTIGO 1329;4;-30,0;30,0;0,0;0,0;30,0;0,0;nacional
Mini Fabrica - 68;186850;PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25);PAR;109942;HIBISCO 1496/BRANCO 99;1;-6,0;6,0;0,0;0,0;6,0;0,0;nacional
Mini Fabrica - 68;186850;PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25);PAR;109942;HIBISCO 1496/BRANCO 99;2;-12,0;12,0;0,0;0,0;12,0;0,0;nacional
Mini Fabrica - 68;186850;PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25);PAR;109942;HIBISCO 1496/BRANCO 99;3;-13,0;13,0;0,0;0,0;13,0;0,0;nacional
Mini Fabrica - 68;186850;PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25);PAR;109942;HIBISCO 1496/BRANCO 99;4;-5,0;5,0;0,0;0,0;5,0;0,0;nacional
Mini Fabrica - 68;187144;PECA VISTA+LOGO+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.103;PAR;109083;ALFAZEMA 1497/COBALTO 1319- VERDE AGUA 752;1;-3,0;3,0;0,0;0,0;3,0;0,0;nacional
Mini Fabrica - 68;187144;PECA VISTA+LOGO+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.103;PAR;109083;ALFAZEMA 1497/COBALTO 1319- VERDE AGUA 752;2;-6,0;6,0;0,0;0,0;6,0;0,0;nacional
Mini Fabrica - 68;187144;PECA VISTA+LOGO+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.103;PAR;109083;ALFAZEMA 1497/COBALTO 1319- VERDE AGUA 752;3;-3,0;3,0;0,0;0,0;3,0;0,0;nacional
Mini Fabrica - 68;187144;PECA VISTA+LOGO+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.103;PAR;110141;CAMEL 1528/BRANCO OFF 1132-BRANCO OFF 1132;1;-3,0;3,0;0,0;0,0;3,0;0,0;nacional
Mini Fabrica - 68;187144;PECA VISTA+LOGO+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.103;PAR;110141;CAMEL 1528/BRANCO OFF 1132-BRANCO OFF 1132;2;-6,0;6,0;0,0;0,0;6,0;0,0;nacional
Mini Fabrica - 68;187144;PECA VISTA+LOGO+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.103;PAR;110141;CAMEL 1528/BRANCO OFF 1132-BRANCO OFF 1132;3;-6,0;6,0;0,0;0,0;6,0;0,0;nacional
Mini Fabrica - 68;187144;PECA VISTA+LOGO+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.103;PAR;110141;CAMEL 1528/BRANCO OFF 1132-BRANCO OFF 1132;4;-1,0;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 68;190730;PECA VISTA LAT EXT IMPRESSAO ACTVITTA(NP FLOT RUST NEO+TACK)L.4829.527;PAR;104701;COBALTO 1319/TURQUESA 1315- VIOLETA 1221;1;-16,0;16,0;0,0;0,0;16,0;0,0;nacional
Mini Fabrica - 68;192017;CAMURCAO LONDON PU 1.2(M O/I;;107133;CARAMELO;;-2,416;2,416;0,0;0,0;2,416;0,0;nacional
Mini Fabrica - 68;196366;PECA VISTA+LAT.+ET. IMPRESSAO ACTVITTA (PVC AUSTRALIA)L.4829.331;PAR;107483;PRETO 01/VIOLETA 1221- TURQUESA 1315;1;-16,0;16,0;0,0;0,0;16,0;0,0;nacional
Mini Fabrica - 68;196366;PECA VISTA+LAT.+ET. IMPRESSAO ACTVITTA (PVC AUSTRALIA)L.4829.331;PAR;107483;PRETO 01/VIOLETA 1221- TURQUESA 1315;3;-10,0;10,0;0,0;0,0;10,0;0,0;nacional
Mini Fabrica - 68;196814;NAPA BERLIM CROCO MILAO PU 1.2 (B O/I 2026)+TECIDO LECCE;;15758;PRETO 01/PRETO 01;;-13,52;13,52;25,0;13,52;0,0;100,0;nacional
Mini Fabrica - 68;196814;NAPA BERLIM CROCO MILAO PU 1.2 (B O/I 2026)+TECIDO LECCE;;84081;CAFE 987/PRETO 01;;-3,52;3,52;0,0;0,0;3,52;0,0;nacional
Mini Fabrica - 68;197280;CAMURCAO LONDON PU 1.2 (V O/I 25) -IMPORTADO.;;106596;CARAMELO 1450;;-1,0;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 69;184731;PECA ETIQUETA+IMPRESSAO ACTVITTA(PVC AUSTRALIA L.4836.113;PAR;103570;PRETO 01/DOURADO 1334;0;-1095,0;1095,0;0,0;0,0;1095,0;0,0;nacional
Mini Fabrica - 69;188235;PECA ETIQUETA+IMPRESSAO ACTVITTA(PVC AUSTRALIA SEM FILME) L.4853.104;PAR;17689;PRETO 01/BRANCO 99;0;-8,0;8,0;0,0;0,0;8,0;0,0;nacional
Mini Fabrica - 69;188235;PECA ETIQUETA+IMPRESSAO ACTVITTA(PVC AUSTRALIA SEM FILME) L.4853.104;PAR;93562;MARINHO 1128/BRANCO 99;0;-4,0;4,0;0,0;0,0;4,0;0,0;nacional
Mini Fabrica - 69;192552;PECA VISTA+IMPRESSAO ACTVITTA(PVC AUSTRALIA)L.4917.118;PAR;94023;PRETO 01/AREIA 1137;3;-197,0;197,0;0,0;0,0;197,0;0,0;nacional
Mini Fabrica - 69;196153;PECA VISTA+LATERAL IMPRESSAO ACTVITTA(PVC AUSTRALIA)L.4946.101;PAR;107408;PRETO 01/CORAL NEON 957- CHUMBO 1321;2;-80,0;80,0;0,0;0,0;80,0;0,0;nacional
Mini Fabrica - 69;196153;PECA VISTA+LATERAL IMPRESSAO ACTVITTA(PVC AUSTRALIA)L.4946.101;PAR;107408;PRETO 01/CORAL NEON 957- CHUMBO 1321;3;-57,0;57,0;0,0;0,0;57,0;0,0;nacional
Mini Fabrica - 69;196187;PECA ETIQ.+IMP.ACTVITTA(PVC AUSTRALIA S/FILME)L.4859.202;PAR;103640;PRETO 01/CINZA CLARO 1322;0;-270,0;270,0;0,0;0,0;270,0;0,0;nacional
Mini Fabrica - 69;196484;PECA VISTA IMPRESSAO ACTVITTA (PVC AUSTRALIA)L.4853.108;PAR;104361;PRETO 01/TURQUESA 1315- VIOLETA 1221;4;-1,0;1,0;0,0;0,0;1,0;0,0;nacional
Mini Fabrica - 69;202019;LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119;PAR;108833;PTO 01/PTO 01-CHUM.1321- CAM.778- CARAM.1202-BRANCO OFF 1132;1;-12,0;12,0;0,0;0,0;12,0;0,0;nacional
Mini Fabrica - 69;202019;LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119;PAR;108833;PTO 01/PTO 01-CHUM.1321- CAM.778- CARAM.1202-BRANCO OFF 1132;2;-65,0;65,0;0,0;0,0;65,0;0,0;nacional
Mini Fabrica - 69;202019;LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119;PAR;108833;PTO 01/PTO 01-CHUM.1321- CAM.778- CARAM.1202-BRANCO OFF 1132;3;-21,0;21,0;0,0;0,0;21,0;0,0;nacional
Mini Fabrica - 69;202019;LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119;PAR;109806;MARINHO1128/MAR.11 28-IRON1452- CAR.1202-BRCO OFF 1132;1;-7,0;7,0;0,0;0,0;7,0;0,0;nacional
