Mini Fabrica,Codigo Item,Descricao Item,Tipo Unidade,Codigo Cor,Descricao Cor,Tam,Deve (Abast),Saldo em Casa,Origem do Saldo
Mini Fabrica - 20,195460,NAPA TRAME GRECIA PU 0.9 (B P/V 24/25)+BASE FLEX,,37331,BRANCO OFF 526/BISCOITO,,-5.076,0.00000,nacional
Mini Fabrica - 24,81298,NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17),,35312,BRANCO OFF 526,,-0.144,0.00000,nacional
Mini Fabrica - 24,170822,NAPA MOSCOU NEO 1.2 (BRS O/I25) + BASE FLEX 1.0,,15787,PRETO 01/PRETO,,-0.664,0.00000,nacional
Mini Fabrica - 24,172591,NOBUCK LISBOA PU 0.9 ( V PV 24/25)+TECIDO VELVET,,41492,BEGE 435/CREME 516,,-0.05,0.00000,nacional
Mini Fabrica - 24,192842,BRILHO ITALIA PU 0.9 (P/V 25/26)+BASE FLEX,,34788,DOURADO/BISCOITO,,-17.42,0.00000,nacional
Mini Fabrica - 24,192842,BRILHO ITALIA PU 0.9 (P/V 25/26)+BASE FLEX,,38551,OURO ROSADO/BISCOITO,,-0.583,0.00000,nacional
Mini Fabrica - 24,192842,BRILHO ITALIA PU 0.9 (P/V 25/26)+BASE FLEX,,78556,GRAFITE 914/PRETO,,-0.516,0.00000,nacional
Mini Fabrica - 26,97488,PANO COURACA P/ REFORCO TX 007/B,,1,BRANCO,,-15.667,0.00000,nacional
Mini Fabrica - 26,143760,METALIZADO LONDON PU 0.9+BASE FLEX,,15787,PRETO 01/PRETO,,-0.672,0.00000,nacional
Mini Fabrica - 26,196437,NAPA ONCA GRECIA PU 0.9 (B P/V 24/25)+SARJA 7030/50,,96662,MULTI CAMEL 1165/PRETO 01,,-13.89,0.00000,nacional
Mini Fabrica - 30,25567,AVESSO VELUR,,23041,CARAMELO 310,,-6.596,0.00000,nacional
Mini Fabrica - 30,25567,AVESSO VELUR,,35313,CREME 516,,-2.252,0.00000,nacional
Mini Fabrica - 30,48926,CAMURCA FLEX 0.30+BASE FLEX 1.0 (P/V 12/13),,96142,CAMEL 1165/BISCOITO,,-0.542,0.00000,nacional
Mini Fabrica - 30,56577,FORRO MILANO PU 0.7(B O/I 2014),,104045,AZUL SKY 1395,,-5.562,0.00000,nacional
Mini Fabrica - 30,56577,FORRO MILANO PU 0.7(B O/I 2014),,105829,ROSE 1434,,-5.235,0.00000,nacional
Mini Fabrica - 30,60121,CAMURCA FLEX 0.30+FLANELA 475/11 0.40,,95810,CAMEL 1165/CRU 20,,-0.184,0.00000,nacional
Mini Fabrica - 30,64664,FORRO FACHETE PVC 0.8 (B O/I 2015),,50,NATURAL,,-13.654,0.00000,nacional
Mini Fabrica - 30,64664,FORRO FACHETE PVC 0.8 (B O/I 2015),,15745,PRETO 01,,-1.158,0.00000,nacional
Mini Fabrica - 30,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,83517,CREME 985,,-4.956,0.00000,nacional
Mini Fabrica - 30,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,105828,CORAL 1435,,-2.179,0.00000,nacional
Mini Fabrica - 30,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,107610,OLIVE 1469,,-4.493,0.00000,nacional
Mini Fabrica - 30,74934,NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7,,100874,CAMEL 1165/BRANCO 15/CAMEL 1165,,-0.725,0.00000,nacional
Mini Fabrica - 30,92871,MALHA ADTERM MA 140P CONFORFLEX 650C,,15745,PRETO 01,,-3.203,0.00000,nacional
Mini Fabrica - 30,92871,MALHA ADTERM MA 140P CONFORFLEX 650C,,23654,CRU 20,,-3.401,0.00000,nacional
Mini Fabrica - 30,97488,PANO COURACA P/ REFORCO TX 007/B,,3,PRETO,,-35.226,0.00000,nacional
Mini Fabrica - 30,183768,NAPA GARDA PU 1.0 + SARJA 7030/40 0.40,,35324,BRANCO OFF 526/CRU 20,,-97.751,0.00000,nacional
Mini Fabrica - 30,184004,NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO,,101878,CHOCOLATE 1271/PRETO 01/PRETO 01,,-14.392,0.00000,nacional
Mini Fabrica - 30,184004,NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO,,108445,OLIVE 1469/BRANCO 15/NATURAL,,-0.316,0.00000,nacional
Mini Fabrica - 30,195460,NAPA TRAME GRECIA PU 0.9 (B P/V 24/25)+BASE FLEX,,101646,CHOCOLATE 1271/PRETO,,-9.39,0.00000,nacional
Mini Fabrica - 30,196437,NAPA ONCA GRECIA PU 0.9 (B P/V 24/25)+SARJA 7030/50,,96662,MULTI CAMEL 1165/PRETO 01,,-5.745,0.00000,nacional
Mini Fabrica - 30,197406,NAPA ONCA GRECIA PU 0.9 (B P/V 24/25)+VELVET,,96673,MULTI CAMEL 1165/PRETO,,-15.673,0.00000,nacional
Mini Fabrica - 30,200353,NAPA TRESSE TORONTO PU 0.9 (B P/V 25/26),,35312,BRANCO OFF 526,,-2.874,0.00000,nacional
Mini Fabrica - 30,200476,NAPA TRESSE TORONTO PU 0.9 (B,,101602,CHOCOLATE,,-2.983,0.00000,nacional
Mini Fabrica - 30,201811,NAPA COW PRINT PU 0.9 (B P/V 25/26)+VELVET,,108776,BRANCO OFF 526-MULTI CAMEL 1165/CREME 516,,-0.235,0.00000,nacional
Mini Fabrica - 34,70730,CAMURCAO PU 1.2 (M O/I 2016)+VELVET 0.50,,15787,PRETO 01/PRETO,,-0.9,0.00000,nacional
Mini Fabrica - 34,70730,CAMURCAO PU 1.2 (M O/I 2016)+VELVET 0.50,,36126,BRANCO OFF 526/CREME 516,,-2.794,0.00000,nacional
Mini Fabrica - 34,70892,TECIDO VELVET (M O/I 15) + MICROPONTO,,19161,BRANCO 15,,-2.503,0.00000,nacional
Mini Fabrica - 34,97488,PANO COURACA P/ REFORCO TX 007/B,,1,BRANCO,,-18.933,0.00000,nacional
Mini Fabrica - 34,144069,"NYLON SLEEK(ACT O/I 2022)+COLA+ESPUMA 1,5MM D26+FORRO WAVE",,53728,ROSA 671/BRANCO 15/CREME 516,,-0.148,0.00000,nacional
Mini Fabrica - 34,144137,FILME CATALUNA 0.3MM NEW(ACT O/I22),,15745,PRETO 01,,-0.914,0.00000,nacional
Mini Fabrica - 34,144137,FILME CATALUNA 0.3MM NEW(ACT O/I22),,93244,BRANCO OFF 1132,,-0.046,0.00000,nacional
Mini Fabrica - 34,145601,NYLON KANSAS(ACT O/I22),,15745,PRETO 01,,-6.335,0.00000,nacional
Mini Fabrica - 34,152117,NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17)+FILME TACK 40GR,,103072,COBALTO 1319,,-1.64,0.00000,nacional
Mini Fabrica - 34,166815,GASPEA LOC VANILA(ACT 0/I 24) L.4842.101,PAR,39218,PRETO 01- PRETO 01,2,-155.0,0.00000,nacional
Mini Fabrica - 34,166815,GASPEA LOC VANILA(ACT 0/I 24) L.4842.101,PAR,39218,PRETO 01- PRETO 01,3,-127.0,0.00000,nacional
Mini Fabrica - 34,166815,GASPEA LOC VANILA(ACT 0/I 24) L.4842.101,PAR,95048,BRANCO OFF 1132-BRANCO OFF 1132,1,-65.0,0.00000,nacional
Mini Fabrica - 34,166815,GASPEA LOC VANILA(ACT 0/I 24) L.4842.101,PAR,95048,BRANCO OFF 1132-BRANCO OFF 1132,2,-104.0,0.00000,nacional
Mini Fabrica - 34,166815,GASPEA LOC VANILA(ACT 0/I 24) L.4842.101,PAR,95048,BRANCO OFF 1132-BRANCO OFF 1132,3,-39.0,0.00000,nacional
Mini Fabrica - 34,166815,GASPEA LOC VANILA(ACT 0/I 24) L.4842.101,PAR,98069,GRAFITE 1223-VIOLETA 1221,1,-72.0,0.00000,nacional
Mini Fabrica - 34,166815,GASPEA LOC VANILA(ACT 0/I 24) L.4842.101,PAR,98069,GRAFITE 1223-VIOLETA 1221,2,-140.0,0.00000,nacional
Mini Fabrica - 34,166815,GASPEA LOC VANILA(ACT 0/I 24) L.4842.101,PAR,98069,GRAFITE 1223-VIOLETA 1221,3,-59.0,0.00000,nacional
Mini Fabrica - 34,166815,GASPEA LOC VANILA(ACT 0/I 24) L.4842.101,PAR,98069,GRAFITE 1223-VIOLETA 1221,4,-12.0,0.00000,nacional
Mini Fabrica - 34,172305,GASPEA LOC BELGA(ACT 0/I 24) L.4914.220,PAR,15745,PRETO 01,2,-61.0,0.00000,nacional
Mini Fabrica - 34,188721,"TECIDO MARAGOGI(ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR",,32908,PRETO 01/CINZA/PRETO 01,,-45.546,0.00000,nacional
Mini Fabrica - 34,188721,"TECIDO MARAGOGI(ACT 0/I 25)+ ESPUMA D23 2,5MM + TECIDO MEIA MALHA 100GR",,93368,MARINHO 1128/CINZA/PRETO 01,,-2.332,0.00000,nacional
Mini Fabrica - 34,193740,GASPEA+LINGUETA LOC SORELLE(ACT O/I 25)L.4858.101,PAR,106044,ROSA ANTIGO 1329-PINK 1332-CREME 1318,3,-152.0,0.00000,nacional
Mini Fabrica - 34,193740,GASPEA+LINGUETA LOC SORELLE(ACT O/I 25)L.4858.101,PAR,106045,BRANCO 99- ROSA ANTIGO 1329- CINZA CLARO 1322,2,-162.0,0.00000,nacional
Mini Fabrica - 34,193740,GASPEA+LINGUETA LOC SORELLE(ACT O/I 25)L.4858.101,PAR,106045,BRANCO 99- ROSA ANTIGO 1329- CINZA CLARO 1322,4,-72.0,0.00000,nacional
Mini Fabrica - 34,202067,TECIDO SUBLIME 160GR+ ESP D26 3MM+ JERSEY,,16143,PRETO 01/PRETO 01/PRETO 01,,-162.154,0.00000,nacional
Mini Fabrica - 34,202067,TECIDO SUBLIME 160GR+ ESP D26 3MM+ JERSEY,,93484,BRANCO OFF 1132/BRANCO 15/BRANCO 15,,-12.978,0.00000,nacional
Mini Fabrica - 34,202067,TECIDO SUBLIME 160GR+ ESP D26 3MM+ JERSEY,,108934,ALFAZEMA 1497/BRANCO 15/BRANCO 15,,-3.575,0.00000,nacional
Mini Fabrica - 34,202067,TECIDO SUBLIME 160GR+ ESP D26 3MM+ JERSEY,,109367,CAMEL 778/BRANCO 15/BRANCO 15,,-200.975,0.00000,nacional
Mini Fabrica - 38,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,107610,OLIVE 1469,,-0.479,0.00000,nacional
Mini Fabrica - 38,149602,CAMURCA STRECH DUO + VELVET (MD O/I /23),,15787,PRETO 01/PRETO,,-0.846,0.00000,nacional
Mini Fabrica - 38,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,105704,OSTRA 1431,,-4.81,0.00000,nacional
Mini Fabrica - 38,183768,NAPA GARDA PU 1.0 + SARJA 7030/40 0.40,,35324,BRANCO OFF 526/CRU 20,,-2.29,0.00000,nacional
Mini Fabrica - 38,183768,NAPA GARDA PU 1.0 + SARJA 7030/40 0.40,,101602,CHOCOLATE 1271/PRETO 01,,-11.827,0.00000,nacional
Mini Fabrica - 38,196437,NAPA ONCA GRECIA PU 0.9 (B P/V 24/25)+SARJA 7030/50,,96662,MULTI CAMEL 1165/PRETO 01,,-2.892,0.00000,nacional
Mini Fabrica - 40,67345,NAPA TURIM PU 1.0 + SARJA 7030/40 0.40,,101602,CHOCOLATE 1271/PRETO 01,,-0.26,0.00000,nacional
Mini Fabrica - 40,73034,NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0,,101646,CHOCOLATE 1271/PRETO,,-0.828,0.00000,nacional
Mini Fabrica - 40,82290,GLITER MINI SHINE(M/MK O/I 17),,41,PRATA,,-4.66,0.00000,nacional
Mini Fabrica - 40,82290,GLITER MINI SHINE(M/MK O/I 17),,66,DOURADO,,-0.824,0.00000,nacional
Mini Fabrica - 40,82290,GLITER MINI SHINE(M/MK O/I 17),,23146,OURO ROSADO,,-22.689,0.00000,nacional
Mini Fabrica - 40,108850,NAPA PELE STRECH PU 1.0 (MD O/I 2019),,83517,CREME 985,,-0.299,0.00000,nacional
Mini Fabrica - 40,108850,NAPA PELE STRECH PU 1.0 (MD O/I 2019),,103102,CHERRY 1335,,-0.299,0.00000,nacional
Mini Fabrica - 40,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,105704,OSTRA 1431,,-3.48,0.00000,nacional
Mini Fabrica - 40,184004,NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO,,108445,OLIVE 1469/BRANCO 15/NATURAL,,-1.966,0.00000,nacional
Mini Fabrica - 40,184017,NAPA GARDA PU 1.0 (V P/V 24/25)+TECIDO VELVET,,107769,TERRACOTA 1477/CREME 516,,-18.58,0.00000,nacional
Mini Fabrica - 40,196770,NAPA ONCA GRECIA PU 0.9 (B P/V 24/25),,96942,MULTI CAMEL 1165,,-0.324,0.00000,nacional
Mini Fabrica - 40,197406,NAPA ONCA GRECIA PU 0.9 (B P/V 24/25)+VELVET,,96673,MULTI CAMEL 1165/PRETO,,-0.406,0.00000,nacional
Mini Fabrica - 43,92871,MALHA ADTERM MA 140P CONFORFLEX 650C,,23654,CRU 20,,-6.779,0.00000,nacional
Mini Fabrica - 43,94157,NAPA TURIM PU 1.0+VELVET,,106143,OSTRA 1431/CREME 516,,-6.086,0.00000,nacional
Mini Fabrica - 43,184004,NAPA GARDA PU 1.0 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO MILANO,,101878,CHOCOLATE 1271/PRETO 01/PRETO 01,,-4.581,0.00000,nacional
Mini Fabrica - 43,187654,NAPA GARDA PU 1.0 (V P/V 24/25)+BASE FLEX,,37331,BRANCO OFF 526/BISCOITO,,-9.477,0.00000,nacional
Mini Fabrica - 43,192017,CAMURCAO LONDON PU 1.2(M O/I 2016)+TECIDO VELVET,,101724,CACAU 1277/PRETO,,-42.72,0.00000,nacional
Mini Fabrica - 43,192017,CAMURCAO LONDON PU 1.2(M O/I 2016)+TECIDO VELVET,,107133,CARAMELO 1450/CREME 516,,-10.98,0.00000,nacional
Mini Fabrica - 43,193245,NAPA TURIM CROCO MILAO PU 1.0 (B P/V 24/25)+VELVET,,95701,CAMEL 1165/CREME 516,,-19.531,0.00000,nacional
Mini Fabrica - 43,195460,NAPA TRAME GRECIA PU 0.9 (B P/V 24/25)+BASE FLEX,,96142,CAMEL 1165/BISCOITO,,-0.809,0.00000,nacional
Mini Fabrica - 43,196639,NAPA VELUNA 0.9 (MD O/I 26) - IMPORTADO+ SARJA 7030/40,,107559,CASTANHO 1455/CRU 20,,-2.063,0.00000,nacional
Mini Fabrica - 43,197280,CAMURCAO LONDON PU 1.2 (V O/I 25) -IMPORTADO.,,106596,CARAMELO 1450,,-6.992,0.00000,nacional
Mini Fabrica - 43,205224,GLITER MINI SHINE(M/MK O/I 17)+SARJA 7030/40.,,23801,OURO ROSADO/CRU 20,,-19.857,0.00000,nacional
Mini Fabrica - 50,56577,FORRO MILANO PU 0.7(B O/I 2014),,35312,BRANCO OFF 526,,-1.113,0.00000,nacional
Mini Fabrica - 50,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,83517,CREME 985,,-8.562,0.00000,nacional
Mini Fabrica - 50,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,100983,VERDE LUNA 1256,,-0.563,0.00000,nacional
Mini Fabrica - 50,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,105828,CORAL 1435,,-1.706,0.00000,nacional
Mini Fabrica - 50,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,107610,OLIVE 1469,,-2.375,0.00000,nacional
Mini Fabrica - 50,128938,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21),,95373,CAMEL 1165,,-3.668,0.00000,nacional
Mini Fabrica - 50,140345,NAPA BERLIM PU 1.2- IMPORTADO,,83508,CAFE 987,,-5.59,0.00000,nacional
Mini Fabrica - 50,163149,NAPA SOFT MADRI PU 1.0 (V O/I 23/24),,107610,OLIVE 1469,,-0.058,0.00000,nacional
Mini Fabrica - 50,172773,NOBUCK ULTRA SOFT PU 0.8 (MD O/I 25) IMPORTACAO,,83517,CREME 985,,-7.806,0.00000,nacional
Mini Fabrica - 50,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,101321,CHOCOLATE 1271,,-37.256,0.00000,nacional
Mini Fabrica - 50,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,105704,OSTRA 1431,,-4.837,0.00000,nacional
Mini Fabrica - 50,196770,NAPA ONCA GRECIA PU 0.9 (B P/V 24/25),,96942,MULTI CAMEL 1165,,-0.154,0.00000,nacional
Mini Fabrica - 50,197280,CAMURCAO LONDON PU 1.2 (V O/I 25) -IMPORTADO.,,106596,CARAMELO 1450,,-23.669,0.00000,nacional
Mini Fabrica - 68,86583,VERNIZ PREMIUM PU 1.0+POLINYLON 11 HM 2L+FORRO MILANO PU,,53607,NUDE 658/BRANCO 15/NATURAL,,-7.0,0.00000,nacional
Mini Fabrica - 68,166846,PECA TRAS+VISTA+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4842.101,PAR,98070,GRAFITE 1223/BRANCO 99- VIOLETA 1221- GRAFITE 1223,1,-72.0,0.00000,nacional
Mini Fabrica - 68,166846,PECA TRAS+VISTA+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4842.101,PAR,98070,GRAFITE 1223/BRANCO 99- VIOLETA 1221- GRAFITE 1223,2,-140.0,0.00000,nacional
Mini Fabrica - 68,166846,PECA TRAS+VISTA+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4842.101,PAR,98070,GRAFITE 1223/BRANCO 99- VIOLETA 1221- GRAFITE 1223,3,-80.0,0.00000,nacional
Mini Fabrica - 68,166846,PECA TRAS+VISTA+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4842.101,PAR,98070,GRAFITE 1223/BRANCO 99- VIOLETA 1221- GRAFITE 1223,4,-12.0,0.00000,nacional
Mini Fabrica - 68,166846,PECA TRAS+VISTA+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4842.101,PAR,98071,BRANCO 99/PEACH 1216- VIOLETA 1221- BRANCO 99,2,-61.0,0.00000,nacional
Mini Fabrica - 68,166846,PECA TRAS+VISTA+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4842.101,PAR,98072,PRETO 01/BRANCO 99-PRETO 01-BRANCO 99,1,-123.0,0.00000,nacional
Mini Fabrica - 68,166846,PECA TRAS+VISTA+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4842.101,PAR,98072,PRETO 01/BRANCO 99-PRETO 01-BRANCO 99,2,-229.0,0.00000,nacional
Mini Fabrica - 68,166846,PECA TRAS+VISTA+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4842.101,PAR,98072,PRETO 01/BRANCO 99-PRETO 01-BRANCO 99,3,-127.0,0.00000,nacional
Mini Fabrica - 68,166846,PECA TRAS+VISTA+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4842.101,PAR,98072,PRETO 01/BRANCO 99-PRETO 01-BRANCO 99,4,-21.0,0.00000,nacional
Mini Fabrica - 68,166846,PECA TRAS+VISTA+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4842.101,PAR,101077,BRANCO OFF 1132/BEGE 1174- AREIA 1137-BEGE 1174,1,-65.0,0.00000,nacional
Mini Fabrica - 68,166846,PECA TRAS+VISTA+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4842.101,PAR,101077,BRANCO OFF 1132/BEGE 1174- AREIA 1137-BEGE 1174,2,-104.0,0.00000,nacional
Mini Fabrica - 68,166846,PECA TRAS+VISTA+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4842.101,PAR,101077,BRANCO OFF 1132/BEGE 1174- AREIA 1137-BEGE 1174,3,-39.0,0.00000,nacional
Mini Fabrica - 68,172315,PECA TRAS EXT+ETIQ IMPRESSAO ACTVITTA(NP FLOT RUST)L.4914.220,PAR,100093,PRETO 01/GRAFITE 989- CINZA 1240,1,-10.0,0.00000,nacional
Mini Fabrica - 68,184731,PECA ETIQUETA+IMPRESSAO ACTVITTA(PVC AUSTRALIA L.4836.113,PAR,104694,PRETO 01/PRATA 1320,0,-349.0,0.00000,nacional
Mini Fabrica - 68,186850,PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25),PAR,107716,CHUMBO 1321/ROSA ANTIGO 1329,3,-25.0,0.00000,nacional
Mini Fabrica - 68,186850,PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25),PAR,107716,CHUMBO 1321/ROSA ANTIGO 1329,4,-18.0,0.00000,nacional
Mini Fabrica - 68,186850,PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25),PAR,109942,HIBISCO 1496/BRANCO 99,2,-3.0,0.00000,nacional
Mini Fabrica - 68,186850,PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25),PAR,109942,HIBISCO 1496/BRANCO 99,3,-6.0,0.00000,nacional
Mini Fabrica - 68,186850,PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25),PAR,109942,HIBISCO 1496/BRANCO 99,4,-3.0,0.00000,nacional
Mini Fabrica - 68,190730,PECA VISTA LAT EXT IMPRESSAO ACTVITTA(NP FLOT RUST NEO+TACK)L.4829.527,PAR,104701,COBALTO 1319/TURQUESA 1315- VIOLETA 1221,1,-128.0,0.00000,nacional
Mini Fabrica - 68,190730,PECA VISTA LAT EXT IMPRESSAO ACTVITTA(NP FLOT RUST NEO+TACK)L.4829.527,PAR,104701,COBALTO 1319/TURQUESA 1315- VIOLETA 1221,2,-457.0,0.00000,nacional
Mini Fabrica - 68,190730,PECA VISTA LAT EXT IMPRESSAO ACTVITTA(NP FLOT RUST NEO+TACK)L.4829.527,PAR,104701,COBALTO 1319/TURQUESA 1315- VIOLETA 1221,3,-422.0,0.00000,nacional
Mini Fabrica - 68,196153,PECA VISTA+LATERAL IMPRESSAO ACTVITTA(PVC AUSTRALIA)L.4946.101,PAR,107408,PRETO 01/CORAL NEON 957- CHUMBO 1321,1,-24.0,0.00000,nacional
Mini Fabrica - 68,196153,PECA VISTA+LATERAL IMPRESSAO ACTVITTA(PVC AUSTRALIA)L.4946.101,PAR,107408,PRETO 01/CORAL NEON 957- CHUMBO 1321,2,-51.0,0.00000,nacional
Mini Fabrica - 68,196366,PECA VISTA+LAT.+ET. IMPRESSAO ACTVITTA (PVC AUSTRALIA)L.4829.331,PAR,107483,PRETO 01/VIOLETA 1221- TURQUESA 1315,1,-5.0,0.00000,nacional
Mini Fabrica - 68,196484,PECA VISTA IMPRESSAO ACTVITTA (PVC AUSTRALIA)L.4853.108,PAR,104361,PRETO 01/TURQUESA 1315- VIOLETA 1221,4,-12.0,0.00000,nacional
Mini Fabrica - 68,201729,PECA LATERAL IMPRESSAO ACTVITTA(PVC AUSTRALIA)L.4853.109,PAR,103671,CHUMBO 1321/PRETO 01,0,-284.0,0.00000,nacional
Mini Fabrica - 68,201729,PECA LATERAL IMPRESSAO ACTVITTA(PVC AUSTRALIA)L.4853.109,PAR,108584,CAMEL 778/BRANCO OFF 1132,0,-152.0,0.00000,nacional
Mini Fabrica - 68,201729,PECA LATERAL IMPRESSAO ACTVITTA(PVC AUSTRALIA)L.4853.109,PAR,109008,BRANCO OFF 1132/HIBISCO 1496,0,-32.0,0.00000,nacional
Mini Fabrica - 69,184731,PECA ETIQUETA+IMPRESSAO ACTVITTA(PVC AUSTRALIA L.4836.113,PAR,21007,BRANCO 99/PRETO 01,0,-6.0,0.00000,nacional
Mini Fabrica - 69,184731,PECA ETIQUETA+IMPRESSAO ACTVITTA(PVC AUSTRALIA L.4836.113,PAR,103570,PRETO 01/DOURADO 1334,0,-1025.0,0.00000,nacional
Mini Fabrica - 69,192470,GASPEA LOC BAFFIN(ACT O/I 25)L.4935.108+SARJA 7030,PAR,103560,PRETO 01- CHUMBO 1321,3,-264.0,0.00000,nacional
Mini Fabrica - 69,192470,GASPEA LOC BAFFIN(ACT O/I 25)L.4935.108+SARJA 7030,PAR,103560,PRETO 01-,4,-35.0,0.00000,nacional
Mini Fabrica - 69,192470,GASPEA LOC BAFFIN(ACT O/I 25)L.4935.108+SARJA 7030,PAR,107848,IRON 1452- MARINHO 1128,1,-5.0,0.00000,nacional
Mini Fabrica - 69,192470,GASPEA LOC BAFFIN(ACT O/I 25)L.4935.108+SARJA 7030,PAR,107848,IRON 1452- MARINHO 1128,2,-10.0,0.00000,nacional
Mini Fabrica - 69,192470,GASPEA LOC BAFFIN(ACT O/I 25)L.4935.108+SARJA 7030,PAR,107848,IRON 1452- MARINHO 1128,3,-8.0,0.00000,nacional
Mini Fabrica - 69,192470,GASPEA LOC BAFFIN(ACT O/I 25)L.4935.108+SARJA 7030,PAR,107848,IRON 1452- MARINHO 1128,4,-1.0,0.00000,nacional
Mini Fabrica - 69,192470,GASPEA LOC BAFFIN(ACT O/I 25)L.4935.108+SARJA 7030,PAR,110119,CAMEL 1528- PRETO 01,1,-4.0,0.00000,nacional
Mini Fabrica - 69,192470,GASPEA LOC BAFFIN(ACT O/I 25)L.4935.108+SARJA 7030,PAR,110119,CAMEL 1528- PRETO 01,2,-10.0,0.00000,nacional
Mini Fabrica - 69,192470,GASPEA LOC BAFFIN(ACT O/I 25)L.4935.108+SARJA 7030,PAR,110119,CAMEL 1528- PRETO 01,3,-5.0,0.00000,nacional
Mini Fabrica - 69,192470,GASPEA LOC BAFFIN(ACT O/I 25)L.4935.108+SARJA 7030,PAR,110119,CAMEL 1528- PRETO 01,4,-1.0,0.00000,nacional
Mini Fabrica - 69,192552,PECA VISTA+IMPRESSAO ACTVITTA(PVC AUSTRALIA)L.4917.118,PAR,94023,PRETO 01/AREIA 1137,2,-305.0,0.00000,nacional
Mini Fabrica - 69,192552,PECA VISTA+IMPRESSAO ACTVITTA(PVC AUSTRALIA)L.4917.118,PAR,94023,PRETO 01/AREIA 1137,3,-164.0,0.00000,nacional
Mini Fabrica - 69,193828,PECA VISTA+LAT EXT IMPRESSAO ACTVITTA(PVC AUSTRALIA)L.4946.102,PAR,103675,PRETO 01/CHUMBO 1321- BRANCO 99,3,-138.0,0.00000,nacional
Mini Fabrica - 69,196153,PECA VISTA+LATERAL IMPRESSAO ACTVITTA(PVC AUSTRALIA)L.4946.101,PAR,107408,PRETO 01/CORAL NEON 957- CHUMBO 1321,3,-92.0,0.00000,nacional
Mini Fabrica - 69,196187,PECA ETIQ.+IMP.ACTVITTA(PVC AUSTRALIA S/FILME)L.4859.202,PAR,103640,PRETO 01/CINZA CLARO 1322,0,-240.0,0.00000,nacional
Mini Fabrica - 69,196484,PECA VISTA IMPRESSAO ACTVITTA (PVC AUSTRALIA)L.4853.108,PAR,104361,PRETO 01/TURQUESA 1315- VIOLETA 1221,4,-1.0,0.00000,nacional
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,108833,PTO 01/PTO 01-CHUM.1321- CAM.778- CARAM.1202-BRANCO OFF 1132,1,-34.0,0.00000,nacional
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,108833,PTO 01/PTO 01-CHUM.1321- CAM.778- CARAM.1202-BRANCO OFF 1132,2,-71.0,0.00000,nacional
